id,pool_id,dc_id,power,lifespan,hdd_quantity,hdd_unit_size,ssd_quantity,ssd_unit_size,ram_quantity,ram_unit_size,gpu_quantity,gpu_model_name,fan_quantity,psu_total_weight,load_rate,comment,quantity
worker-32,worker,fr01,52.70902002872301,1,,,,,54.02169742963156,GB,,,,,,,1
worker-33,worker,fr01,58.267599850291575,1,,,,,55.13952003393657,GB,,,,,,,1
worker-34,worker,fr01,55.14792203344984,1,,,,,60.516280692906506,GB,,,,,,,1
worker-35,worker,fr01,64.60623123625513,1,,,,,52.94779880194551,GB,,,,,,,1
worker-36,worker,fr01,60.980872208240754,1,,,,,37.661552812799776,GB,,,,,,,1
worker-37,worker,fr01,65.68425605771078,1,,,,,39.192985077384776,GB,,,,,,,1
worker-38,worker,fr01,68.15142716503284,1,,,,,51.916364916681204,GB,,,,,,,1
worker-39,worker,fr01,53.18316032060268,1,,,,,39.39117485289793,GB,,,,,,,1
worker-40,worker,fr01,53.23947143974197,1,,,,,37.42250113501794,GB,,,,,,,1
worker-41,worker,fr01,65.08142270380779,1,,,,,46.42992517734659,GB,,,,,,,1
worker-42,worker,fr01,56.371888127857986,1,,,,,63.622226318040276,GB,,,,,,,1
worker-43,worker,fr01,61.416327342874055,1,,,,,32.58402042859007,GB,,,,,,,1
worker-44,worker,fr01,59.74530765649458,1,,,,,61.69430095527029,GB,,,,,,,1
worker-45,worker,fr01,60.37331257277181,1,,,,,37.071506013409795,GB,,,,,,,1
worker-46,worker,fr01,64.80661263150323,1,,,,,53.55925811789105,GB,,,,,,,1
worker-47,worker,fr01,69.62180038106564,1,,,,,43.47972705337146,GB,,,,,,,1
worker-48,worker,fr01,68.32208699297533,1,,,,,55.48148061304597,GB,,,,,,,1
worker-49,worker,fr01,61.33064070601657,1,,,,,40.52829325626368,GB,,,,,,,1
worker-50,worker,fr01,56.81502073138425,1,,,,,50.64011516938478,GB,,,,,,,1
worker-51,worker,fr01,63.07701791081634,1,,,,,42.95892080832247,GB,,,,,,,1
worker-52,worker,fr01,59.36611612821182,1,,,,,46.23034481347443,GB,,,,,,,1
worker-53,worker,fr01,67.79480134514819,1,,,,,43.96065576407785,GB,,,,,,,1
worker-54,worker,fr01,59.67802446366588,1,,,,,42.47299167164144,GB,,,,,,,1
worker-55,worker,fr01,62.4269079660762,1,,,,,55.972142719264994,GB,,,,,,,1
worker-56,worker,fr01,64.61831511397341,1,,,,,45.1668883503488,GB,,,,,,,1
worker-57,worker,fr01,60.879432821352644,1,,,,,52.1368792335088,GB,,,,,,,1
worker-58,worker,fr01,55.58689973333575,1,,,,,49.36958780106449,GB,,,,,,,1
worker-59,worker,fr01,56.29840121350311,1,,,,,48.632476543469764,GB,,,,,,,1
worker-60,worker,fr01,52.87575724602467,1,,,,,59.02824864358037,GB,,,,,,,1
worker-61,worker,fr01,54.42371245874144,1,,,,,56.87891707441011,GB,,,,,,,1
worker-62,worker,fr01,54.93541763126389,1,,,,,37.646728669278666,GB,,,,,,,1
worker-63,worker,fr01,61.527477381713936,1,,,,,61.71827030084172,GB,,,,,,,1
worker-64,worker,fr01,53.506179676887605,1,,,,,39.2475033798171,GB,,,,,,,1
worker-65,worker,fr01,61.50158747764077,1,,,,,59.331580215597846,GB,,,,,,,1
worker-66,worker,fr01,50.75822841079302,1,,,,,39.865988288296954,GB,,,,,,,1
worker-67,worker,fr01,68.93673232625844,1,,,,,30.19447278665403,GB,,,,,,,1
worker-68,worker,fr01,56.23326162876267,1,,,,,47.425909172598864,GB,,,,,,,1
worker-69,worker,fr01,68.68349227621165,1,,,,,30.60436514330184,GB,,,,,,,1
worker-70,worker,fr01,65.59936412591372,1,,,,,57.76799122421153,GB,,,,,,,1
worker-71,worker,fr01,65.89020521657513,1,,,,,35.66326207915944,GB,,,,,,,1
worker-72,worker,fr01,52.47843001547504,1,,,,,63.63179062746735,GB,,,,,,,1
worker-73,worker,fr01,63.43843792648613,1,,,,,36.79136210057154,GB,,,,,,,1
worker-74,worker,fr01,54.312234253942755,1,,,,,40.56061993427541,GB,,,,,,,1
worker-75,worker,fr01,67.99775568848713,1,,,,,51.32904419987835,GB,,,,,,,1
worker-76,worker,fr01,54.50889976174631,1,,,,,48.11435694680785,GB,,,,,,,1
worker-77,worker,fr01,56.867888065433256,1,,,,,31.645003574049724,GB,,,,,,,1
worker-78,worker,fr01,66.54078467583258,1,,,,,49.232208490183396,GB,,,,,,,1
worker-79,worker,fr01,52.99577815714941,1,,,,,50.82002104470174,GB,,,,,,,1
worker-80,worker,fr01,64.74341725005948,1,,,,,46.87707713620941,GB,,,,,,,1
worker-81,worker,fr01,64.88157797476576,1,,,,,49.707385875679634,GB,,,,,,,1
worker-82,worker,fr01,57.90623499564799,1,,,,,41.194440811448956,GB,,,,,,,1
worker-83,worker,fr01,67.34848222679796,1,,,,,44.16505276271498,GB,,,,,,,1
worker-84,worker,fr01,63.886229673135844,1,,,,,43.25016316629544,GB,,,,,,,1
worker-85,worker,fr01,68.57884841293478,1,,,,,33.692468738796194,GB,,,,,,,1
worker-86,worker,fr01,60.02658010727282,1,,,,,49.99371914694957,GB,,,,,,,1
worker-87,worker,fr01,58.177179547716335,1,,,,,53.179587383688464,GB,,,,,,,1
worker-88,worker,fr01,59.068963020310356,1,,,,,42.93861244108667,GB,,,,,,,1
worker-89,worker,fr01,57.934224140880296,1,,,,,38.23748379597136,GB,,,,,,,1
worker-90,worker,fr01,57.55351608099913,1,,,,,63.569141011265884,GB,,,,,,,1
worker-91,worker,fr01,62.169725639805726,1,,,,,61.925296939245754,GB,,,,,,,1
worker-92,worker,fr01,59.836996700718416,1,,,,,37.33462302646408,GB,,,,,,,1
worker-93,worker,fr01,51.78302247660532,1,,,,,48.58400601566447,GB,,,,,,,1
worker-94,worker,fr01,60.438523041971735,1,,,,,40.50799143418732,GB,,,,,,,1
worker-95,worker,fr01,52.14335609579628,1,,,,,37.836135251223105,GB,,,,,,,1
worker-96,worker,fr01,52.00372473916033,1,,,,,36.73731889372331,GB,,,,,,,1
worker-97,worker,fr01,54.76303993667074,1,,,,,54.16235312910757,GB,,,,,,,1
worker-98,worker,fr01,69.30855372023593,1,,,,,51.27439517073786,GB,,,,,,,1
worker-99,worker,fr01,66.92495990831898,1,,,,,57.213592552983116,GB,,,,,,,1
worker-100,worker,fr01,60.06155992496698,1,,,,,31.54468118782019,GB,,,,,,,1
worker-101,worker,fr01,61.95656660664189,1,,,,,46.26137119838512,GB,,,,,,,1
worker-102,worker,fr01,69.65127237781046,1,,,,,54.78417893920546,GB,,,,,,,1
worker-103,worker,fr01,53.66964159002294,1,,,,,39.488356156774714,GB,,,,,,,1
worker-104,worker,fr01,55.66160622583367,1,,,,,31.136119941463285,GB,,,,,,,1
worker-105,worker,fr01,55.242784401119934,1,,,,,49.90057231579735,GB,,,,,,,1
worker-106,worker,fr01,60.45733668518493,1,,,,,40.88564065921449,GB,,,,,,,1
worker-107,worker,fr01,50.89641160953742,1,,,,,42.95391422667808,GB,,,,,,,1
worker-108,worker,fr01,59.08732141473884,1,,,,,57.02739128382013,GB,,,,,,,1
worker-109,worker,fr01,53.71461409331422,1,,,,,58.863484201319906,GB,,,,,,,1
worker-110,worker,fr01,59.07647996996701,1,,,,,40.43533131027576,GB,,,,,,,1
worker-111,worker,fr01,66.45179539358759,1,,,,,34.789617789603156,GB,,,,,,,1
worker-112,worker,fr01,56.55592556686191,1,,,,,42.22622250444381,GB,,,,,,,1
worker-113,worker,fr01,66.08954758124162,1,,,,,61.47253898355599,GB,,,,,,,1
worker-114,worker,fr01,50.823237439573944,1,,,,,42.034926185703334,GB,,,,,,,1
worker-115,worker,fr01,56.90297262582746,1,,,,,53.10785800742683,GB,,,,,,,1
worker-116,worker,fr01,58.40814151705648,1,,,,,43.81463446637239,GB,,,,,,,1
worker-117,worker,fr01,69.92153249173427,1,,,,,35.778244711078955,GB,,,,,,,1
worker-118,worker,fr01,57.49855037591247,1,,,,,44.30911188820614,GB,,,,,,,1
worker-119,worker,fr01,64.00541063537247,1,,,,,62.18019764712729,GB,,,,,,,1
worker-120,worker,fr01,52.13203473884599,1,,,,,34.15515485082745,GB,,,,,,,1
worker-121,worker,fr01,64.15499165330927,1,,,,,43.976206444617716,GB,,,,,,,1
worker-122,worker,fr01,50.16185579441435,1,,,,,54.09602327440221,GB,,,,,,,1
worker-123,worker,fr01,60.983788397227485,1,,,,,47.55614267352113,GB,,,,,,,1
worker-124,worker,fr01,50.36146215100897,1,,,,,46.177806684627804,GB,,,,,,,1
worker-125,worker,fr01,53.939812058355365,1,,,,,39.18905006522941,GB,,,,,,,1
worker-126,worker,fr01,58.17401821544961,1,,,,,56.01219413556728,GB,,,,,,,1
worker-127,worker,fr01,57.38784454797544,1,,,,,50.55769711422211,GB,,,,,,,1
worker-128,worker,fr01,64.60683130533221,1,,,,,60.10377759246131,GB,,,,,,,1
worker-129,worker,fr01,61.347697611359386,1,,,,,47.648768033795776,GB,,,,,,,1
worker-130,worker,fr01,55.725747225772885,1,,,,,55.03339928070559,GB,,,,,,,1
worker-131,worker,fr01,55.46658886312811,1,,,,,63.55632642952634,GB,,,,,,,1
worker-132,worker,fr01,52.649397941559364,1,,,,,37.48777012600902,GB,,,,,,,1
worker-133,worker,fr01,58.11226080533619,1,,,,,61.298187624181146,GB,,,,,,,1
worker-134,worker,fr01,53.781680802166115,1,,,,,32.117618632350776,GB,,,,,,,1
worker-135,worker,fr01,68.06497116147528,1,,,,,56.31102840265852,GB,,,,,,,1
worker-136,worker,fr01,55.097405306491865,1,,,,,55.05527131417461,GB,,,,,,,1
worker-137,worker,fr01,62.04778000753758,1,,,,,50.468164231621394,GB,,,,,,,1
worker-138,worker,fr01,69.21740158131911,1,,,,,48.82469013938247,GB,,,,,,,1
worker-139,worker,fr01,67.80698304965793,1,,,,,62.03495033009431,GB,,,,,,,1
worker-140,worker,fr01,51.511938204238334,1,,,,,36.103239961059415,GB,,,,,,,1
worker-141,worker,fr01,63.721024524614904,1,,,,,39.26216155823122,GB,,,,,,,1
worker-142,worker,fr01,67.98264231756562,1,,,,,33.23889596547711,GB,,,,,,,1
worker-143,worker,fr01,65.55686610531995,1,,,,,44.036284626928605,GB,,,,,,,1
worker-144,worker,fr01,64.09374553713869,1,,,,,52.37178470583971,GB,,,,,,,1
worker-145,worker,fr01,66.67002935941785,1,,,,,53.472923063099984,GB,,,,,,,1
worker-146,worker,fr01,50.62351333142411,1,,,,,59.34002109960346,GB,,,,,,,1
worker-147,worker,fr01,63.266983418401935,1,,,,,57.72431874546317,GB,,,,,,,1
worker-148,worker,fr01,61.97232089891152,1,,,,,61.45413374967261,GB,,,,,,,1
worker-149,worker,fr01,57.21562055361267,1,,,,,62.700152742133724,GB,,,,,,,1
worker-150,worker,fr01,69.5567328075269,1,,,,,63.117866483972094,GB,,,,,,,1
worker-151,worker,fr01,50.046577704007184,1,,,,,57.961163765024864,GB,,,,,,,1
worker-152,worker,fr01,69.27447416941848,1,,,,,41.69189116117369,GB,,,,,,,1
worker-153,worker,fr01,62.252410385364286,1,,,,,56.68843935443721,GB,,,,,,,1
worker-154,worker,fr01,50.42215600470416,1,,,,,36.617802236371034,GB,,,,,,,1
worker-155,worker,fr01,63.678174309932174,1,,,,,61.909876323224466,GB,,,,,,,1
worker-156,worker,fr01,51.96779584222932,1,,,,,58.73115300068393,GB,,,,,,,1
worker-157,worker,fr01,65.06610344763695,1,,,,,42.23924380425387,GB,,,,,,,1
worker-158,worker,fr01,58.40884834216386,1,,,,,58.32758510942084,GB,,,,,,,1
worker-159,worker,fr01,61.10911537521898,1,,,,,50.76431261094832,GB,,,,,,,1
worker-160,worker,fr01,56.28866677974391,1,,,,,40.752041200859075,GB,,,,,,,1
worker-161,worker,fr01,50.26857790997292,1,,,,,31.189818917719574,GB,,,,,,,1
worker-162,worker,fr01,63.54281232939365,1,,,,,44.64297670632625,GB,,,,,,,1
worker-163,worker,fr01,68.27858351768234,1,,,,,61.17764586910356,GB,,,,,,,1
worker-164,worker,fr01,50.86570326115362,1,,,,,53.10388390424945,GB,,,,,,,1
worker-165,worker,fr01,62.96216123847282,1,,,,,44.85914427140608,GB,,,,,,,1
worker-166,worker,fr01,59.105883418490286,1,,,,,48.953319359154825,GB,,,,,,,1
worker-167,worker,fr01,50.05683423819157,1,,,,,60.67602998967459,GB,,,,,,,1
worker-168,worker,fr01,60.47705031820466,1,,,,,35.76211669992146,GB,,,,,,,1
worker-169,worker,fr01,65.99382842668804,1,,,,,39.47903585259579,GB,,,,,,,1
worker-170,worker,fr01,68.44271280872624,1,,,,,61.59505733171484,GB,,,,,,,1
worker-171,worker,fr01,58.59426382814662,1,,,,,31.554060064526528,GB,,,,,,,1
worker-172,worker,fr01,52.74218656942446,1,,,,,37.22510668075196,GB,,,,,,,1
worker-173,worker,fr01,68.37360864967332,1,,,,,57.89478269052902,GB,,,,,,,1
worker-174,worker,fr01,62.265497478458386,1,,,,,37.643835361987996,GB,,,,,,,1
worker-175,worker,fr01,65.10571246954783,1,,,,,43.367390096525654,GB,,,,,,,1
worker-176,worker,fr01,55.64679927900538,1,,,,,57.341027373950865,GB,,,,,,,1
worker-177,worker,fr01,63.85485272864583,1,,,,,46.51707786031534,GB,,,,,,,1
worker-178,worker,fr01,58.122643983926324,1,,,,,33.353526213105326,GB,,,,,,,1
worker-179,worker,fr01,51.244032647078846,1,,,,,50.75518423908281,GB,,,,,,,1
worker-180,worker,fr01,59.442440594979885,1,,,,,54.5369275435443,GB,,,,,,,1
worker-181,worker,fr01,63.19455408832482,1,,,,,53.40574169543247,GB,,,,,,,1
worker-182,worker,fr01,62.07531875640734,1,,,,,43.21492103287134,GB,,,,,,,1
worker-183,worker,fr01,69.76524201655891,1,,,,,40.89413516514741,GB,,,,,,,1
worker-184,worker,fr01,68.12098885504388,1,,,,,42.123083130653946,GB,,,,,,,1
worker-185,worker,fr01,63.4610577346714,1,,,,,57.696553167625616,GB,,,,,,,1
worker-186,worker,fr01,62.9104100706695,1,,,,,53.7091516338604,GB,,,,,,,1
worker-187,worker,fr01,57.18199715019858,1,,,,,40.97311495009349,GB,,,,,,,1
worker-188,worker,fr01,57.01424487220368,1,,,,,45.22291976677765,GB,,,,,,,1
worker-189,worker,fr01,67.80664423674074,1,,,,,43.45442547462454,GB,,,,,,,1
worker-190,worker,fr01,59.301893898692875,1,,,,,30.97094035571189,GB,,,,,,,1
worker-191,worker,fr01,68.88746640863451,1,,,,,52.17683522923487,GB,,,,,,,1
worker-192,worker,fr01,64.14306818955849,1,,,,,58.91907021031741,GB,,,,,,,1
worker-193,worker,fr01,66.33311811551921,1,,,,,46.93601147198228,GB,,,,,,,1
worker-194,worker,fr01,53.93831278304943,1,,,,,55.43469048110098,GB,,,,,,,1
worker-195,worker,fr01,54.67560158038089,1,,,,,61.72464944498031,GB,,,,,,,1
worker-196,worker,fr01,50.41081631456011,1,,,,,50.76470937472063,GB,,,,,,,1
worker-197,worker,fr01,54.916087129186266,1,,,,,61.714307013102115,GB,,,,,,,1
worker-198,worker,fr01,54.713048025228794,1,,,,,60.38744787473332,GB,,,,,,,1
worker-199,worker,fr01,67.48692345038178,1,,,,,50.97855730589935,GB,,,,,,,1
worker-200,worker,fr01,50.05648746970527,1,,,,,36.33507080771514,GB,,,,,,,1
worker-201,worker,fr01,52.765578960107234,1,,,,,61.69470831824411,GB,,,,,,,1
worker-202,worker,fr01,61.31778757798132,1,,,,,53.92843074520184,GB,,,,,,,1
worker-203,worker,fr01,61.830197411734794,1,,,,,48.50728241472457,GB,,,,,,,1
worker-204,worker,fr01,57.2416901516375,1,,,,,41.460964367773876,GB,,,,,,,1
worker-205,worker,fr01,68.55112722795724,1,,,,,62.1616891401176,GB,,,,,,,1
worker-206,worker,fr01,67.28851577244492,1,,,,,48.94497194668296,GB,,,,,,,1
worker-207,worker,fr01,64.37500187756874,1,,,,,46.737489183857164,GB,,,,,,,1
worker-208,worker,fr01,54.844466756839154,1,,,,,47.11866888282849,GB,,,,,,,1
worker-209,worker,fr01,65.66427398091533,1,,,,,58.592086136718194,GB,,,,,,,1
worker-210,worker,fr01,53.41181728824102,1,,,,,50.14026476769263,GB,,,,,,,1
worker-211,worker,fr01,51.0102164082323,1,,,,,36.33328754555529,GB,,,,,,,1
worker-212,worker,fr01,65.44430448250351,1,,,,,58.30941297221868,GB,,,,,,,1
worker-213,worker,fr01,50.54745966333075,1,,,,,41.47250270843186,GB,,,,,,,1
worker-214,worker,fr01,52.79316384391372,1,,,,,35.26569562603861,GB,,,,,,,1
worker-215,worker,fr01,52.111913326800696,1,,,,,63.45459525075542,GB,,,,,,,1
worker-216,worker,fr01,57.37909025962617,1,,,,,56.27120099877677,GB,,,,,,,1
worker-217,worker,fr01,67.903039901293,1,,,,,58.63520662567212,GB,,,,,,,1
worker-218,worker,fr01,53.903739205785286,1,,,,,36.069279272986826,GB,,,,,,,1
worker-219,worker,fr01,55.80611204070149,1,,,,,58.95297835925554,GB,,,,,,,1
worker-220,worker,fr01,58.79916049115638,1,,,,,53.14241559969707,GB,,,,,,,1
worker-221,worker,fr01,55.65629409940132,1,,,,,32.80109200368451,GB,,,,,,,1
worker-222,worker,fr01,62.02560575910484,1,,,,,48.42703067589467,GB,,,,,,,1
worker-223,worker,fr01,58.6750365815176,1,,,,,42.53921470581812,GB,,,,,,,1
worker-224,worker,fr01,54.16881014613629,1,,,,,62.34259566569542,GB,,,,,,,1
worker-225,worker,fr01,60.17372241084496,1,,,,,39.45061592043004,GB,,,,,,,1
worker-226,worker,fr01,62.62480225240507,1,,,,,52.18728525075994,GB,,,,,,,1
worker-227,worker,fr01,59.036189836747994,1,,,,,59.47295185061167,GB,,,,,,,1
worker-228,worker,fr01,65.30564419606084,1,,,,,35.14411716281163,GB,,,,,,,1
worker-229,worker,fr01,64.48819020099114,1,,,,,31.88001405697399,GB,,,,,,,1
worker-230,worker,fr01,59.55122438491803,1,,,,,35.67486142515344,GB,,,,,,,1
worker-231,worker,fr01,59.03064624252339,1,,,,,33.53066823978129,GB,,,,,,,1
worker-232,worker,fr01,59.61581993213228,1,,,,,61.49641694389557,GB,,,,,,,1
worker-233,worker,fr01,66.60462613418194,1,,,,,50.608255134335536,GB,,,,,,,1
worker-234,worker,fr01,63.254929020278695,1,,,,,36.34038558218749,GB,,,,,,,1
worker-235,worker,fr01,53.901566881590334,1,,,,,40.93417303016335,GB,,,,,,,1
worker-236,worker,fr01,58.23710782363573,1,,,,,60.770265989856114,GB,,,,,,,1
worker-237,worker,fr01,56.18057334043103,1,,,,,44.59585011513998,GB,,,,,,,1
worker-238,worker,fr01,60.84489946150985,1,,,,,32.27650134713038,GB,,,,,,,1
worker-239,worker,fr01,53.03209829237876,1,,,,,63.84489309758674,GB,,,,,,,1
worker-240,worker,fr01,55.92484032767692,1,,,,,48.760216690160696,GB,,,,,,,1
worker-241,worker,fr01,51.77664250013863,1,,,,,60.529990693018846,GB,,,,,,,1
worker-242,worker,fr01,52.33517413094628,1,,,,,60.51247871516971,GB,,,,,,,1
worker-243,worker,fr01,51.864767179727636,1,,,,,63.92379471612168,GB,,,,,,,1
worker-244,worker,fr01,60.37995935364972,1,,,,,31.271554482734782,GB,,,,,,,1
worker-245,worker,fr01,57.27701581974524,1,,,,,30.106150237452145,GB,,,,,,,1
worker-246,worker,fr01,54.75060903783556,1,,,,,40.38773893459738,GB,,,,,,,1
worker-247,worker,fr01,66.37750754273347,1,,,,,62.62790350069788,GB,,,,,,,1
worker-248,worker,fr01,57.74102613669973,1,,,,,60.90171346933538,GB,,,,,,,1
worker-249,worker,fr01,50.49268423294213,1,,,,,52.40211485295136,GB,,,,,,,1
worker-250,worker,fr01,67.89969551650472,1,,,,,63.93208784145844,GB,,,,,,,1
worker-251,worker,fr01,62.48725788158809,1,,,,,44.44757596290645,GB,,,,,,,1
worker-252,worker,fr01,66.64306392217743,1,,,,,32.637476101565355,GB,,,,,,,1
worker-253,worker,fr01,58.761329152800236,1,,,,,51.09184152678256,GB,,,,,,,1
worker-254,worker,fr01,67.3646505537192,1,,,,,38.0137894825756,GB,,,,,,,1
worker-255,worker,fr01,63.03584720975947,1,,,,,32.95855828512009,GB,,,,,,,1
worker-256,worker,fr01,53.53260927123745,1,,,,,54.883088855584404,GB,,,,,,,1
worker-257,worker,fr01,62.095518323441006,1,,,,,33.98779744699187,GB,,,,,,,1
worker-258,worker,fr01,66.8200298232432,1,,,,,34.64590458480572,GB,,,,,,,1
worker-259,worker,fr01,58.8197020400768,1,,,,,54.94732369595518,GB,,,,,,,1
worker-260,worker,fr01,68.22238566530307,1,,,,,46.61522082173952,GB,,,,,,,1
worker-261,worker,fr01,61.17498195848451,1,,,,,37.38573262488595,GB,,,,,,,1
worker-262,worker,fr01,68.65586706633309,1,,,,,31.712842789606434,GB,,,,,,,1
worker-263,worker,fr01,53.07441639381152,1,,,,,55.95245651845105,GB,,,,,,,1
worker-264,worker,fr01,65.62237212648914,1,,,,,56.62078150755417,GB,,,,,,,1
worker-265,worker,fr01,51.34792716386016,1,,,,,32.62404846776616,GB,,,,,,,1
worker-266,worker,fr01,66.11828378002542,1,,,,,30.698227945733407,GB,,,,,,,1
worker-267,worker,fr01,51.31405419754869,1,,,,,54.354779029918284,GB,,,,,,,1
worker-268,worker,fr01,67.57042395690235,1,,,,,41.255791168146835,GB,,,,,,,1
worker-269,worker,fr01,69.74321432434922,1,,,,,57.09256240432053,GB,,,,,,,1
worker-270,worker,fr01,57.879584239174974,1,,,,,63.72522598802417,GB,,,,,,,1
worker-271,worker,fr01,61.36960132707005,1,,,,,61.65038561070686,GB,,,,,,,1
worker-272,worker,fr01,69.8815006491626,1,,,,,40.104942613339254,GB,,,,,,,1
worker-273,worker,fr01,68.37010213199014,1,,,,,30.1614323951343,GB,,,,,,,1
worker-274,worker,fr01,69.94655861958135,1,,,,,50.60175813215803,GB,,,,,,,1
worker-275,worker,fr01,64.99713857668472,1,,,,,30.112603394112114,GB,,,,,,,1
worker-276,worker,fr01,53.65267564651671,1,,,,,36.90638109721533,GB,,,,,,,1
worker-277,worker,fr01,69.41883448827706,1,,,,,59.44994207274034,GB,,,,,,,1
worker-278,worker,fr01,69.27465087735536,1,,,,,47.443416811582665,GB,,,,,,,1
worker-279,worker,fr01,50.47948935944623,1,,,,,40.588991132313076,GB,,,,,,,1
worker-280,worker,fr01,54.939726756226364,1,,,,,47.007898013758734,GB,,,,,,,1
worker-281,worker,fr01,50.0871755983321,1,,,,,38.674589200497095,GB,,,,,,,1
worker-282,worker,fr01,57.03944546433175,1,,,,,62.5207683771719,GB,,,,,,,1
worker-283,worker,fr01,59.368378592233604,1,,,,,56.44773383085863,GB,,,,,,,1
worker-284,worker,fr01,50.51575329127459,1,,,,,39.2997549985498,GB,,,,,,,1
worker-285,worker,fr01,54.53535199416881,1,,,,,37.05445298301976,GB,,,,,,,1
worker-286,worker,fr01,60.282300567127294,1,,,,,49.49875697233482,GB,,,,,,,1
worker-287,worker,fr01,60.36735636668168,1,,,,,31.17283733867063,GB,,,,,,,1
worker-288,worker,fr01,50.73358304434651,1,,,,,32.90660773455233,GB,,,,,,,1
worker-289,worker,fr01,61.465814347650195,1,,,,,61.657584042007564,GB,,,,,,,1
worker-290,worker,fr01,57.28527340062114,1,,,,,54.45737546262272,GB,,,,,,,1
worker-291,worker,fr01,64.22747758751225,1,,,,,53.679883986666624,GB,,,,,,,1
worker-292,worker,fr01,51.95637974845634,1,,,,,37.816269053567915,GB,,,,,,,1
worker-293,worker,fr01,58.35982523168307,1,,,,,32.89350701672143,GB,,,,,,,1
worker-294,worker,fr01,67.27501300764524,1,,,,,62.441773055559466,GB,,,,,,,1
worker-295,worker,fr01,69.4843465276985,1,,,,,62.22278280073569,GB,,,,,,,1
worker-296,worker,fr01,62.38530837484739,1,,,,,46.75400768757191,GB,,,,,,,1
worker-297,worker,fr01,61.27406294237051,1,,,,,37.93229474018883,GB,,,,,,,1
worker-298,worker,fr01,54.9369012405561,1,,,,,61.155676334869426,GB,,,,,,,1
worker-299,worker,fr01,53.74778683752829,1,,,,,48.84414142379062,GB,,,,,,,1
worker-300,worker,fr01,56.793562003809924,1,,,,,59.460273581963136,GB,,,,,,,1
worker-301,worker,fr01,53.91568930124346,1,,,,,45.73632565184079,GB,,,,,,,1
worker-302,worker,fr01,58.88387693339351,1,,,,,39.52125672707637,GB,,,,,,,1
worker-303,worker,fr01,51.04077605185653,1,,,,,54.17505487588146,GB,,,,,,,1
worker-304,worker,fr01,66.74201380438286,1,,,,,59.63244984532848,GB,,,,,,,1
worker-305,worker,fr01,60.881101658170124,1,,,,,39.09463107454354,GB,,,,,,,1
