hw_id,lc_step,ADPe,ADPf,AP,CTUe,CTUh_c,CTUh_nc,Epf,Epm,Ept,GWP,GWPf,GWPlu,IR,LU,ODP,PM,POCP,WU,TPE,GWPb
worker-10,manufacturing,82.72121054640527,87.2972728322593,66.80193316198849,97.90320036346019,76.61240274934559,53.40827454540117,84.40140580527537,61.575596729123696,85.1776936751057,35.69408946836493,43.46858618726843,90.46964222546909,61.84613335669825,27.43919992536974,34.53216242963242,86.1602268449745,74.37834766553286,98.01933816265509,65.9627737953497,93.15303335344682
worker-11,manufacturing,86.2960594523822,70.91142704146048,9.433451275513072,43.16878772747186,89.50556248022285,5.859452140630839,83.17333819260013,79.79549273678013,90.45396286281303,82.09213313710158,65.8872681819331,99.71733367166395,3.279564532523338,9.803872217564347,90.4457668604042,77.35707648350103,67.30104712567412,17.742726778974514,23.71254832911448,61.409949872159
worker-12,manufacturing,94.82547397124115,75.42762011008016,83.83513344669915,90.88079069057255,96.0685142789515,37.86395198354854,41.671596045562175,71.02803499463393,13.405289514469942,53.26239625223942,17.79814271497496,28.73681996228674,12.429467378567328,87.83203303131688,70.20564817267473,3.4885954208937364,94.61857988938448,45.56958696695131,10.566894259456483,93.3536033541765
worker-13,manufacturing,91.63557995367012,3.148834192218164,85.0408247941815,89.76854912233289,48.49931916709734,79.88158468748698,35.86127064666202,10.136817965094236,7.3691515697286825,54.342740741600146,64.02431035966984,52.54420574412426,22.606030834177993,4.721789736442372,82.02302290555924,33.29152911718574,82.97641194297618,41.704908215014555,60.74763742000352,89.77814489393965
worker-14,manufacturing,59.99098022858493,50.1064326660739,96.16389283118623,19.98010649706201,67.64496561015409,78.63693017047602,88.79506632133447,19.99750355486598,20.942848147207204,54.11203954039697,66.44963422116868,36.214044917348,60.95287064308845,36.46683185521541,32.96560571467233,31.103961534854495,28.087561791728643,64.89400991555631,21.933004232789866,3.849344060614601
worker-15,manufacturing,97.75517968801323,85.78457569379073,56.967488610026166,26.764541912165786,1.9770036045963724,86.37515189091923,5.130675055975987,52.87811749974232,46.816558765390326,65.81048169200162,20.57631846976642,69.0788287436802,25.14840989815539,10.290797040511446,38.1717847544985,95.8076053055951,28.613784592110125,11.223702890422205,49.09867926398399,17.350190998720795
worker-16,manufacturing,11.613132255917979,19.490964512905073,82.85912637611014,44.27833044961036,14.18716353860191,50.32972012796877,11.363573364351453,74.01008182972403,14.649656105071163,6.063127658167399,23.791810575652008,74.36660242593621,25.74853440893833,81.68366725127477,71.14749990673451,98.6610007965113,87.46856839131593,35.37547394777645,99.58084557933408,61.734302091104986
worker-17,manufacturing,62.497833298317104,56.97465627673114,88.95188212363895,67.8986226965435,85.29645037319099,44.9349457969655,21.685104989130565,84.20670317463606,51.841300650052744,88.99779492776514,75.92813377778292,15.403847376729141,58.4494893391019,32.145431143407656,35.06991466406695,50.8568836729353,53.91012469841384,31.356286708056157,98.47337605721306,93.80995050731057
worker-18,manufacturing,17.18349356504033,53.51912465182984,25.89092089653936,30.7380372005604,12.601867749929296,84.79467459274926,76.05007577337646,7.3446101589053185,33.28462290668388,63.74048711269066,79.56352572612585,16.670013051584032,0.8185536471704058,33.448463952999276,95.71072338333619,24.21869174911786,2.740224069050734,59.80489870791589,96.5486749924125,25.5804328512068
worker-19,manufacturing,46.153922319375354,7.8347179640140485,53.54763924208277,60.77959423193293,76.73181107374343,38.34566955103037,74.17752504982265,85.60607723635944,7.455053269694744,17.126450777812586,33.842476673357666,78.7635302786585,13.230841545869609,48.31326211290443,88.94006182933147,32.513098187005006,36.932112616354054,30.640522076343345,49.64833041568703,71.10219125518513
worker-20,manufacturing,24.74857463360448,35.303713941249946,59.79030978878236,4.519741763602703,31.963659465187256,21.55222718894102,72.24266118157458,12.82611641062702,76.91286452165475,73.09348034470699,91.51778245135948,67.40381508612629,89.14406036182184,30.024638216473942,55.81592905591501,31.042334339698453,32.621981337637266,59.573020344090025,14.562738746600479,61.8730240596401
worker-21,manufacturing,52.5275278187463,26.301472166057003,1.832486957473367,12.451233859092191,1.4691688937247038,38.636078202753254,58.84724968308568,35.76606179673894,7.249486372258874,47.20318027236872,60.16420769014515,93.76442476122928,43.36355848302754,5.67649616654744,37.267522685063845,90.4282573367398,35.00450225269892,81.19201454102833,58.57068889181107,94.50868631183418
worker-22,manufacturing,98.96915996919914,30.60807239080119,35.151943150924446,82.03608380762189,83.2861209510569,97.88166340830841,22.56263344565619,7.239692795660857,66.01206820725255,69.0876821887909,21.905121913441373,73.51482080003636,46.37799425661427,43.92195179330539,20.87163935455344,97.29905447740917,6.695585971596407,31.933777213539337,28.966523692993494,61.26710914167746
worker-23,manufacturing,44.43441654556884,57.99040304997456,63.28601689510553,36.17429191667678,91.03707692888499,99.69041414923915,55.31146443161463,11.955683765123037,99.42664376470731,10.889229826863344,83.62548476993211,58.91412166086649,92.02213931075958,20.101412937688735,24.4836376474446,89.67750043202462,66.55264580784576,70.00757446313179,42.05793993983057,99.61175529868171
worker-24,manufacturing,78.02694985685861,51.57221255047509,93.97833408979773,39.26412196647914,81.54589728127024,43.833132736536804,10.726588712991958,21.58352068462348,30.153754287122403,18.373178542202794,52.33564628846214,27.603717022412745,92.92637953697304,12.516310624468474,6.4240952509554194,52.97331791121576,7.152922289771924,13.681233752365873,57.93232259353546,90.57879561017812
worker-25,manufacturing,23.621975112585357,66.46798005461899,44.48921545877423,39.682736166275525,80.8188004769418,34.94692968479628,59.159911092045945,42.34739129604932,31.221257122782053,98.46073981625665,30.897242126077785,8.571140200585504,59.64645915537095,83.59223009777328,41.051631422205915,18.122368374043983,98.7672554227578,79.14825760621808,23.571967551902418,14.990998790535615
worker-26,manufacturing,41.16829154475772,19.32247601408995,27.00883160488694,15.163126235953007,75.90854650955485,2.747927357874036,93.97182503070992,80.14095017003125,68.62579165638181,30.58165902004777,37.916282459734255,10.150683750579038,51.766647057574964,3.41823162421504,15.709973580169423,6.322451900214121,41.5777772772409,90.10023278396686,70.27373121058648,86.17909168412493
worker-27,manufacturing,20.221419092634243,4.529509673700993,29.999135990216065,92.645111244211,31.042984997222934,26.005242507746928,72.41773262793781,51.23506388202767,78.2991772023577,80.71534455958363,42.25981766606712,23.812133894913458,63.7775595984051,87.32185461257521,0.5956453578912058,75.8041562225027,78.74068910055968,10.226938964567545,60.361888875032996,46.25843665787788
worker-28,manufacturing,8.112082540627451,93.6461836304142,57.790666292351446,3.8331276609721687,36.49974302535255,43.33588984809316,62.97939488166565,19.27673281449528,76.69094130207633,73.44975068618358,26.38393691946852,51.74046890422087,33.82321656188133,73.82105658673783,67.68884942865948,95.02708802843335,98.35167932541492,36.612796102817946,85.54679248525157,94.87207034421003
worker-29,manufacturing,81.00379469849817,5.863606436021729,31.480103664758495,56.7428995043008,11.295412520739967,25.50451952461924,70.4407747119323,5.605274214553246,18.509794053622986,26.552918731909003,8.332378335971335,11.015460561065392,28.918412536729775,39.08911971002702,21.812112084715775,53.933342486838576,5.911601328454974,85.26029798007822,70.60123496693616,23.07615880077899
worker-30,manufacturing,9.825082139797892,77.5455535961705,39.4507551402279,81.64511045784177,91.63658911910724,52.36011648292408,82.12272017442453,10.761560975550887,18.907054542799717,0.13244681468003172,81.1077853067043,45.47443110814744,35.864029461878964,46.74668517742613,55.923312598001985,26.21809684219636,26.65822599302603,86.74850943757761,7.933695842233901,59.369305585620516
worker-31,manufacturing,35.40171221687768,23.3334802014577,90.20948369729722,93.71053208065005,88.37205354350812,19.15289319518013,33.78423556568569,2.4305173849422768,91.1297294317118,15.991230241641851,75.57339819998963,77.3212867036711,29.89884911336246,94.83561924044135,78.46562546256487,68.49820276230108,79.85707988714475,8.311787658145143,97.96696421157571,34.229425831820535
worker-32,manufacturing,84.57749731459518,81.15634519082934,32.866983065619934,65.56796022568973,17.88983928039627,93.86489919943892,67.91483675645844,99.15750541348832,7.900706741426921,52.689317898342104,14.444634854590156,20.178610031999668,9.786417883941489,59.5839224851607,84.27442648103136,49.82867556916878,26.03240651330444,26.661688490572466,14.014113020259188,22.279714996529265
worker-33,manufacturing,5.886667429391856,9.643215807280958,66.40836588290163,43.091822613964325,84.02904928404826,53.58805014763585,91.78303843173272,54.31966566281046,46.10039475649595,26.569671003022123,84.380718713899,46.44788173817389,75.60136392033257,1.1358004567440738,33.81526619236266,97.00578688571161,29.22782605060045,27.894563249288506,36.141065559483884,1.0212621582893378
worker-34,manufacturing,21.348774404110515,89.60382309148449,36.13966921123456,85.79670795538523,18.335562229323767,25.832959492268603,19.15181076536553,90.27333030563138,31.7766121980269,34.0415886007802,1.0839164592593153,16.097693194291217,94.89608661472315,35.16113382050544,83.15646858651573,22.854933040597558,73.07953386420604,78.38837923734472,82.5195365704975,77.00376089790286
worker-35,manufacturing,56.72628396300913,17.61374240765904,96.56146183945322,34.70745693097397,50.39928981044949,82.71894340098393,32.24103053403729,13.98855276363895,39.565672630453065,73.88971934294784,43.73235441179882,35.649056395226076,31.571868874724906,39.183190692693834,57.740475595638884,66.73101792162521,16.893141430408665,71.6860055148027,20.05163143936902,96.79098307727939
worker-36,manufacturing,27.668844685918202,3.3426972491642615,84.29083498660653,62.05333118943601,39.634722983978286,29.10973702976506,88.92928395748406,74.87399055767618,65.31648476197354,87.23698762670288,28.83324671474111,23.35011532623883,5.3017064736664565,85.27302047152436,55.43314261713839,59.719009278846634,13.830559089599214,57.1843090474666,25.184702606278698,97.98315264472353
worker-37,manufacturing,72.64854245291946,82.0565322912915,70.71690205760432,29.196854144041595,92.43798088900715,70.95049274441007,72.00201589830924,15.597925366507459,55.28295637860917,77.14211172672358,90.63477071016752,89.01346966233262,52.17123705140773,76.4403434120101,56.513209517548326,73.40785354503211,77.71695439179854,44.065428966625916,93.18659431948109,35.008777872635314
worker-38,manufacturing,6.158357393984149,48.29255543873493,28.217691210940387,58.22851604494832,90.46178069131807,44.67483302254387,40.23740491342222,0.1778407466202836,16.264536290756094,93.73712636863371,93.73382502294835,84.47057435104077,90.78538486881457,5.158885009190362,31.52423446289918,29.22240829219748,47.08301024262062,53.73123666670638,65.52871913651549,10.768696287352386
worker-39,manufacturing,40.29016592651654,91.16271701207683,59.7473056452998,66.7797833211688,63.608338146226004,18.314698001613838,22.384664546607368,94.17189586072745,37.03192882678516,51.33580505269848,88.1907171646167,8.653216436986055,93.08482116994468,27.35862604931586,1.6086833058979844,17.458943553672245,35.97458551064386,72.65496672371728,47.54231092775303,45.79072758492485
worker-40,manufacturing,64.07144867644192,65.03190947650825,0.5187638433383546,50.328093489012204,83.49480480334618,99.00907270016445,28.634479948773105,70.63058274809269,29.690059081556473,49.81888930099624,7.826049117375478,22.489689022456083,99.27125538009938,91.92072686913106,14.451545392513454,90.9248331964215,88.94650562548593,55.747628092166856,77.2358750366824,50.70389442755718
worker-41,manufacturing,44.55634177401784,42.706330891322295,34.23680563351369,66.95145227964524,26.83847259069474,14.129725870121234,52.53822448071123,53.14170332361544,12.297950433313943,16.768946301977238,37.04919869557971,92.37706175174968,4.525136620328096,14.216511924758912,52.554107002724606,70.66269220587942,88.76197242244443,56.867417906284565,37.149291452185686,70.42821911815123
worker-42,manufacturing,92.74175409354991,43.1972528595296,1.2336726211712223,44.37875154965657,40.684227004131266,92.89678553975304,40.94731035176405,68.5976039126471,53.512404695028295,16.10848068807854,3.9191432755503963,54.13884028369378,13.779013086053315,28.55740215659085,13.883970743133379,26.784765550061174,62.15512778532545,10.055218464191295,35.4081600251815,74.80039593125342
worker-43,manufacturing,30.031777141339745,56.630688044833,3.445340545102904,64.90335089256249,58.080838860461505,94.02943641507834,35.71725422680058,83.6966188395807,5.9468323186720795,77.29450126330633,89.85926848070322,23.815222682040215,94.79229053870355,17.48812428649097,55.16505829028906,42.48296574934531,92.74187610387844,8.707943093162829,65.34001575917144,46.240429070330194
worker-44,manufacturing,99.64484881166207,31.978512784285595,25.345808901985134,3.181479177292801,47.75377338462954,6.886006703665625,32.6206940499803,67.29152820738665,95.94215028427772,50.28676576544484,29.19875071607121,12.018576898464195,34.26073897694407,55.717250499390566,19.330653599753322,41.51360868857423,98.57802478111813,89.29986254323784,77.80234331976816,93.40638330307844
worker-45,manufacturing,8.58987195539691,34.78966168647367,39.737436464385866,19.33910017298168,76.8294180725233,57.51990252726513,75.01601659713502,98.24447273628206,48.91378838562108,83.93729416904057,5.164243778735866,90.97563907519395,6.705924021838062,9.43158402632589,12.58149725961324,29.217611073868397,11.79781403528274,24.009426319357473,37.94839358230141,21.059023189717262
worker-46,manufacturing,61.939143068320426,81.10610339890327,2.138903562539207,7.322512871391318,42.62708010967864,1.6718527048413145,98.09251265269504,8.536058913490796,49.45592685087191,99.4286472494483,19.838310494508992,61.97829274396346,18.895629153363767,50.34061938231037,49.52604601872379,15.955774511216713,53.42383622375346,17.740925309090404,15.848482695518484,6.4391950131210685
worker-47,manufacturing,49.070572428781155,35.23551750692604,98.92830105482273,76.6235991642058,21.977114070085555,7.220431473857058,79.60621237810346,79.05206042565752,30.586947771352303,55.06417060848408,64.63524649806973,47.596262299897454,70.44848157350206,93.07658152888982,46.48535350768237,5.7794145502956145,36.71455521859599,98.10805294363539,8.703574480003851,66.1902286310314
worker-48,manufacturing,47.22977303165909,95.91506848134944,78.2832431582414,28.4492810930313,7.579101637255348,97.4399882124952,5.241418691661792,51.87961213972541,49.34783350813815,15.932235176407605,2.1663770213184663,57.50444279350877,95.44359837780921,73.9658046685581,69.71532418401203,40.623260202566904,51.93133882934774,21.286485055309345,45.19783776797577,35.88016990175875
worker-49,manufacturing,65.7524650804718,39.03828415650317,40.00340760401689,1.4170387603230972,38.37965830855414,59.122345277479596,92.26410702180107,53.597541589248266,57.50383448226073,71.3554846670073,82.0162089341809,78.9738258471454,15.957963277550558,53.93632062146856,28.030269231009896,54.26725835933278,75.05054768093267,49.73135435750874,57.46551983425889,20.730777287988477
worker-50,manufacturing,83.88740922043763,96.83725741717566,68.13255554148081,21.495918492970134,45.65363100014873,65.09525166642113,56.147455898800715,72.49808423385377,26.92431635886534,40.69133404010553,62.10924687144502,22.271823036762008,35.72885508981158,17.041478885787953,69.41749777845783,68.86998627213387,41.60709609573059,42.10492610673002,55.76117244738077,35.49896602733293
worker-51,manufacturing,85.54607951858313,20.226490843934087,20.296665684921265,59.67165640860506,25.06930921800795,84.3394329607057,87.76944189047411,48.04168992333063,81.03147788302877,4.001618726170586,80.16880001962137,28.183619607518885,25.910593043148623,28.221101939469296,32.676215594073966,62.43908287521281,46.221480791008815,18.156467950555687,34.502667994514304,91.26352871820801
worker-52,manufacturing,3.151942183635803,64.07773386886589,67.29883901772803,22.038651214869976,72.84911285887976,65.78750551361281,63.59486275072113,93.22925946870109,18.873860587615976,0.10714213740289358,10.76484568242474,26.750595425176716,53.074945819674156,13.851601695963655,70.9635496920389,70.63455013825856,38.21554792802845,62.25257423610844,40.5678411525636,19.547116403823605
worker-53,manufacturing,9.76152930876577,78.94998507407277,66.21100220098636,73.41810686426912,66.42673266890044,88.29433065558709,13.009537907007884,41.66117324457625,89.24187583426037,97.1354056184785,45.40927314932889,72.40184878476721,25.818247339545707,69.77456021342834,73.54016670223797,14.788920785255598,49.07256315653886,10.675728275833096,3.965345391886377,68.20997402732414
worker-54,manufacturing,80.2612454301591,78.25504802203443,76.34976203505467,33.14841861834557,35.151119573156464,98.92523943160558,24.947137763019246,25.784206340146675,16.647076799825868,48.24187546736024,51.03043310612365,4.370096306146842,0.7259706744328187,38.271736501295784,6.690548057732293,82.89383808349506,30.70059888276996,24.043854459339332,50.09193269288913,76.70768329444348
worker-55,manufacturing,92.47875477116175,88.06827078338246,16.89433458771704,64.20009733793626,67.43116795132988,60.06519230295056,27.826893730557735,19.88215587819948,85.52594918486636,63.5412526403077,65.48920395522984,20.46058593086222,37.93121751855886,58.94864140811189,2.0970120748288523,32.0927443626362,24.064576443140062,98.02674149459946,77.96426878375989,69.81817583219822
worker-56,manufacturing,19.11494171955136,70.53871782002966,65.09405682922448,37.46456383951592,6.840821452980705,0.7101882396644221,95.92602153691341,91.96324303331852,96.42536763474003,42.49967704731663,53.32734672655256,16.627899778459387,29.645583948303056,66.25493657018899,11.62428803647133,5.315104655638869,52.49507112384637,32.219747010049105,32.96204901741856,61.47534085966553
worker-57,manufacturing,50.19341608431682,19.68916693596119,36.354682537348296,77.76292184387233,38.95082237894157,31.566919825327055,97.76172544518843,10.286071499121585,50.62994503263195,31.69950298403117,4.413490436633715,32.87426859229468,62.39994898038606,71.89641170631512,96.37265562284092,91.83679193539221,89.62555256869777,56.86830206868982,30.62392940580815,70.61360242572735
worker-58,manufacturing,11.266074106661506,81.08579060612568,64.86346125498129,99.55063076818008,17.338846943099963,16.785804622190202,81.1431659862377,69.25179338693141,51.139679116810996,11.751916413495655,61.353804601804576,74.67766144648009,38.03685521646825,21.305554111294555,33.1456932739224,19.09393753768337,3.306446252298345,11.18541627749564,43.34168570995307,51.605769180012
worker-59,manufacturing,48.44399810511858,51.37202809049152,44.101597366322295,54.86026203242875,65.72034811308338,40.25320625372717,83.21871226506886,22.218805887002034,87.1280862585561,21.14498505998509,87.98245463374286,70.76987792079062,28.440758976621584,18.283272663984217,91.60105456221739,35.821161783882985,65.80261495019494,51.31199653795362,74.01414086574916,3.1989999588994067
worker-60,manufacturing,26.96719875660255,97.17567285630058,28.154492848414915,9.27036304711082,98.0648145448948,45.295533392199886,60.686575420818656,95.51345488611994,95.75179419032513,88.9093009562166,52.21903139959748,28.14031670932666,90.97522283629962,80.41169822989967,12.845003342992033,54.011328381008575,48.682676194052846,37.84821910846937,11.42737139662705,70.28291382618438
worker-61,manufacturing,65.30066384051104,56.73065604712726,60.39812606611659,22.490627221351488,45.30170886120182,85.82017474469704,38.32768053632661,23.840648318460378,73.67780006944874,73.40641872820355,88.42983046485696,6.611545140405639,31.00560320432053,0.5429606293690936,0.5275111323688852,18.434407061955284,8.895192788366957,97.11432806571936,93.79766275707753,41.091531748708455
worker-62,manufacturing,11.888009636568997,97.41955667634565,62.29272604800674,3.5229234318332248,66.49322171417454,13.259884341439253,24.89176050274421,61.38399905938956,64.68974501405094,52.337031218893415,59.86867985216195,99.57487650152011,67.44648227262644,4.4460951199695735,94.1076706483854,21.110329448716346,6.785353269425509,68.75526742029147,29.630398457819762,39.52837182884191
worker-63,manufacturing,10.046974824079324,48.833865980159544,14.164793537459863,80.47017598536287,61.50185326358736,62.75963497153716,53.693513762944264,11.53245496246723,99.18243008969961,45.670288968686144,18.962441569661536,71.05458435325512,36.8725028272558,63.31301017707327,40.818817403515425,27.577594734153678,32.385685609174985,55.3412376526457,16.632397981061253,6.152648501107583
worker-64,manufacturing,14.489142844844928,28.245173948936962,28.08211608383324,77.22469935467579,40.90131818578916,96.2420125222976,20.34839431056582,27.74102520896875,87.60366341470292,40.25231462397344,40.28551324099945,13.827317379562388,59.80711290251494,8.907716634558582,76.12860098855656,64.1487874983616,43.26261938052882,58.188355406672265,47.17453849117261,67.00046168550905
worker-65,manufacturing,66.2616995339659,73.75007790981836,33.08263305035314,10.203067451064928,77.92316766113898,84.86946819123784,97.94648604705498,21.471714966557954,43.531239013517634,25.894737442102624,25.595877979790238,67.0711786371709,25.830873650168982,10.379836844697166,42.84326883781101,92.38491341707153,21.05685028960319,50.11451441894806,17.363311731265018,91.64501604190582
worker-66,manufacturing,57.908270711148,21.344978641199987,76.70335736326906,40.44793719287585,86.18140081455722,98.76671516787404,54.945060580407635,63.23634554339517,5.177170331422976,58.74243640640826,6.7485504139587205,24.18668216613755,12.47972168726239,47.2583611649743,25.684163304457975,7.051225822223827,91.91427166901305,62.499581140430905,90.8227744674191,7.485322628012836
worker-67,manufacturing,42.10992516910548,94.83939816681874,37.979744882810074,7.187085095963419,87.29778785079819,94.57439098941641,72.27305130610418,48.438513183892475,57.00844199173376,67.29087138889729,71.72924598280927,6.224146099485594,45.0069576754193,13.370513447689392,20.904570527064493,17.049193163225894,59.87750002627122,15.974580948573468,37.28350334461107,25.115863392530812
worker-68,manufacturing,77.98348529566753,25.577608449634383,42.14036140199448,68.46401823230008,64.43751851361229,36.57580733667692,62.173790522018265,27.894109400794022,70.69757722881195,99.5179941970353,70.03116953718278,69.17304739040678,48.47882345566712,56.255793434926325,12.17938662991509,99.9716458703071,66.68066527190123,81.37337358927896,85.37096781673198,7.104360339759763
worker-69,manufacturing,67.76069534789112,80.65022864402094,94.0116148215662,50.72547818562785,21.83992641189434,50.620633735901635,18.11037459468713,3.9066773253243703,11.77025687350003,71.56533721880562,15.763234564517658,83.79365862587716,65.07561483205677,40.879525083992895,52.901076617376944,19.03740526806773,32.9239071974399,72.40582823269803,44.52092099031372,81.85676831088105
worker-70,manufacturing,2.9919573392378163,25.10972315021568,15.49640905685713,35.949503175048605,66.055420339437,33.46141997466523,41.34446553604329,34.85832844846072,40.60740124690271,29.261351845777895,42.44006448405118,5.416940115372215,43.73325692570721,18.40992507400395,26.397931556060882,71.15726101295967,3.7967330172041125,15.779119475136538,11.872696591931053,18.16667884034636
worker-71,manufacturing,5.01020700628475,86.58811331353057,88.27196301434212,6.683287178462393,14.361560023813668,61.51554205085649,86.89195824316825,95.31291555945533,80.60644266282458,5.742985629553166,35.47743482913509,1.4058997456580569,53.56222161964723,58.07034788498902,12.064288915209032,99.74427696309105,83.99549528506871,22.666998225522207,58.604713016038566,94.33920659132322
worker-72,manufacturing,69.60134453270639,57.81386756126161,30.766579558801542,55.2179157480996,6.626397355787262,83.77411166405362,11.788133294148274,59.24774050019076,64.22551857636006,23.57694380159876,42.12010850083927,70.69390107712462,80.91375524661291,35.943346849543666,65.9619407860261,59.13506901300389,40.994845644147915,48.14394866991347,15.73118750251088,13.267682352306231
worker-73,manufacturing,13.047651277871541,1.7356521669153246,45.496082376002,19.312080605882333,21.985278217286506,10.45964208193273,80.38538931202255,11.115832548511994,52.462055959116526,57.175407345585484,46.199417831555465,86.76692305595842,56.904455312002455,0.26298308690060335,0.7800330236164554,61.75692940568598,77.17827438102474,97.73579960787302,10.215975445384329,14.679279744660366
worker-74,manufacturing,82.69438686098815,7.832396228392868,90.69021591127704,72.67192985845156,64.02547086655936,26.222548907475186,72.83841714642885,6.691147088145688,79.52986498695054,31.518059489135997,74.08014294656853,44.54417980669832,14.712813706378846,55.48074908519269,38.781363828832404,42.55681031222943,84.12981737122097,75.8505151167028,36.88407837395592,56.80147669745666
worker-75,manufacturing,73.70332115727639,67.82899616065475,38.986005936850965,92.14629515018287,13.361925872658563,27.705168375860147,4.173646702175581,86.51314828431605,53.580895672704024,18.400057096951837,13.68994862511519,22.772454529007756,48.2809876291305,3.071103589098112,57.09226266148904,2.0577964344623,34.327158992939964,4.841446802576977,62.821462652161216,11.672373483380937
worker-76,manufacturing,18.188372302362044,95.56288524638987,96.96118914028827,19.217705939296348,22.66243186349938,36.84511171732463,0.056971367561775565,21.887339196887933,65.18028132660277,91.945614395659,17.933565759559144,67.71984104233756,38.76825455504523,56.74690592674171,69.31107475591422,6.553046010615116,56.41942986255105,23.788181797381057,94.48597916017421,65.54002836283904
worker-77,manufacturing,83.43291099362045,77.50710690416011,68.63623274153574,62.3865570086382,80.94863164852501,76.1767041466767,59.742017268093015,79.67924419259921,52.1056553640747,80.45307445511072,1.5281182437015706,18.783491474932433,46.666810160387215,33.519243050236206,8.078990667562946,36.22735288966184,91.39735160948578,84.31676831350512,81.35519363005407,68.19100723655936
worker-78,manufacturing,16.47494083547131,99.12637753892878,81.35810927146065,61.79283587968774,10.640289594289609,7.149928747176226,11.753613439093192,85.87332891048428,29.4410067146459,17.30462221426712,99.30064734044697,76.27817697978439,89.92064783776522,13.876943102034945,93.69729896926606,37.96112537197837,21.911482380824733,61.295811249638454,29.026303276629072,56.63053460544896
worker-79,manufacturing,70.0355920410159,23.218047686255062,96.78266716574278,97.98763840441046,37.51740414833253,22.64135578607315,67.70736022136342,40.29495513664112,89.17769845470832,68.2369205392067,87.73913160965509,41.64047576671802,4.82982396860181,95.24120581418903,25.31201178891741,79.15027501129546,49.15497849230462,73.11943537968082,2.015956497448168,70.6192855035172
